-0.225333,-0.475644;-0.676866,-0.349282;0.460977
0.082841,-0.002280;-0.184197,-0.589959;0.678696
-0.046686,-0.124083;-0.159997,0.484128;0.521941
-3.852652,15.051144;-0.054743,0.248304;0.981185
-12.752353,-15.503079;-0.290782,-0.330287;0.470012
2.053675,-6.244088;0.007456,-0.006564;0.768974
-0.581590,6.425507;-0.043876,0.013202;0.535353
0.216546,-0.552349;-0.262136,0.045648;0.156084
0.306252,-0.468135;0.667709,-0.478052;0.004566
0.683026,-0.222095;-0.438036,-0.075446;0.572065
-0.027834,-1.977735;-0.038184,-0.093298;0.345926
0.381497,-0.214088;0.156638,-0.711734;0.181344
0.711746,-0.590978;-0.604022,-0.410807;0.385054
-0.105749,-0.082934;-0.141445,0.259450;0.591106
-0.444970,-0.055911;-0.240202,-0.017540;0.297488
7.609033,21.539412;0.140483,0.411579;0.654598
0.270034,-0.196647;0.259583,-0.018867;0.251331
-1.589211,5.635435;-0.052318,0.136943;0.165051
-1.376579,4.255929;-0.035577,0.004352;0.444211
1.885893,-0.622676;-0.176413,-0.184674;0.542560
0.139084,-1.270574;-0.001698,0.100273;0.180632
-0.123668,-0.700500;0.136290,0.011202;0.664708
-0.116554,-0.268959;0.200858,-0.608207;0.543373
-6.651677,-8.534366;-0.138912,-0.116999;0.708111
0.040591,-0.519126;0.499382,0.606377;0.363780
-0.152150,-0.280922;-0.203816,-0.294471;0.394059
0.208571,-0.511157;-0.127006,-0.136862;0.265716
0.390254,-0.440183;-0.632337,0.264553;0.923324
0.214634,-0.246961;-1.052119,0.201363;0.611841
2.440520,-1.310424;0.071587,-0.241563;0.826847
-0.118089,-4.120684;-0.051322,-0.120275;0.544708
0.161810,-0.507687;0.132114,0.609336;0.575190
0.386764,-0.294090;0.064482,0.096481;0.491218
0.252044,-0.159990;0.376114,0.246752;0.592573
0.630880,-0.117938;0.467720,-0.101161;0.430991
0.133598,-0.237613;-0.312949,-0.362873;0.390706
0.224283,-0.273382;0.146349,-0.223372;0.426778
1.451151,0.461785;-0.128441,-0.015531;0.553409
0.080074,-0.457038;0.005107,-0.232749;0.786530
0.759055,0.050579;0.155943,0.387922;0.492264
0.091578,-0.292575;-0.091462,0.386590;0.814536
0.123974,-0.609665;-0.398686,-0.661344;0.390054
0.041448,0.001143;0.129061,0.375301;0.755136
1.333710,-0.672523;0.018286,-0.001968;0.493084
10.405801,17.553465;0.189604,0.324968;0.460473
-0.436886,-0.423705;-0.335958,-0.257808;0.569362
-0.788716,-0.516831;-0.164102,-0.379928;0.220013
-0.066399,-0.529543;-0.590688,0.252133;0.319157
0.207420,0.153205;-0.029828,-0.242298;0.920094
0.401708,-0.218313;-0.465185,0.243922;0.669247
0.084111,-0.417270;-0.352489,0.019862;0.617388
0.000812,-0.204368;0.448768,0.219567;0.202547
0.352717,-0.308573;0.351737,-0.851658;0.627381
0.480313,0.151351;-0.090524,0.290684;0.787438
-0.148816,-0.043073;0.140757,-0.354277;0.342959
-23.341974,-13.932937;-0.452883,-0.271299;0.488796
0.063332,-0.211073;0.099444,0.158322;0.800809
0.226739,-0.650723;-0.132709,-0.137445;0.363982
-3.678823,-1.617129;0.041241,0.135286;0.025469
-0.029032,-0.456437;0.053371,-0.158350;0.504994
0.101837,-0.108338;0.230257,0.265797;0.684182
-0.988010,-0.227928;-0.279847,-0.191568;0.652757
0.286092,-0.585728;0.261568,-0.087804;0.863443
0.756734,-0.447054;0.173492,-0.000352;0.319714
1.371089,-1.870348;-0.158084,0.257178;0.024528
0.141415,-0.217654;-0.181817,-0.793685;0.218819
12.000836,23.189044;0.231278,0.453845;0.433504
0.441966,-0.958855;0.365478,-0.597428;0.385327
0.502063,0.672874;0.335610,-0.151325;0.781748
0.188627,-0.295931;-0.169547,0.314229;0.490244
0.061486,-0.418844;0.649558,-0.123804;0.231599
0.704472,-0.526803;-0.807634,-0.136906;0.167848
0.773045,-0.017838;-0.352175,-0.190856;0.552525
-0.335275,-0.344107;-0.226575,0.114651;0.193207
1.289939,0.528372;0.092611,0.245866;0.472217
0.416397,-0.448450;0.492344,-0.467985;0.248326
-3.830287,4.780983;0.031743,0.084140;0.255819
1.118503,-0.882476;0.313551,0.145197;0.035649
-11.012015,-6.204555;-0.236632,-0.071100;0.370053
0.017314,-0.376653;-0.025609,-0.243735;0.658387
0.260189,-0.465243;0.851726,-0.046525;0.934454
0.003976,-0.143357;0.180823,0.057584;0.972565
-0.868951,0.077423;0.126083,-0.078931;0.585250
0.103166,-0.553408;-0.512464,-0.519262;0.532493
-5.080860,-2.933664;-0.195678,-0.170964;0.400764
0.107130,-0.482366;-0.294340,0.290245;0.663600
0.110563,-0.298489;-0.384555,0.264288;0.929836
0.285649,-0.562275;0.106048,-0.474093;0.611505
0.559091,-0.412272;0.507136,-0.434476;0.117773
0.086967,-0.358031;0.046299,0.491199;0.916821
0.239904,-0.489146;0.476279,0.670610;0.616238
-0.257568,-0.561651;-0.099554,0.048340;0.445824
1.754712,-0.490808;-0.147786,0.114023;0.311426
0.089962,-0.625161;0.320356,0.718322;0.199069
0.044446,0.040360;0.138945,0.314050;0.362867
0.167466,-0.409373;0.184804,1.006099;0.586260
0.277711,-0.532076;0.884353,0.218830;0.117401
2.748944,-1.094925;0.072351,-0.055226;0.098433
0.675268,-0.305521;0.478344,-0.275642;0.298418
-0.328316,-0.087374;-0.120655,-0.135299;0.292389
0.165197,-0.300097;-0.573978,0.401714;0.759586
0.216366,-0.254862;0.614349,-0.370691;0.348799
0.310550,-0.279368;-0.184233,-0.580209;0.099055
0.059555,-0.121061;0.183836,-0.459876;0.430253
1.314546,-0.418122;0.022098,-0.163293;0.387373
0.371875,-0.402049;-0.147039,-0.592887;0.902071
0.165710,-0.625295;0.051160,-0.398508;0.952930
0.947984,0.079100;0.024585,0.043654;0.608203
-0.211727,-0.344035;0.486875,-0.036416;0.906725
0.225994,0.038316;-0.333202,-0.261602;0.373450
-7.013149,-5.437503;-0.097142,-0.042832;0.296328
0.215786,0.139845;-0.089355,0.223589;0.589798
0.675659,-0.493601;-0.562120,-0.180245;0.518996
0.496110,-0.770765;-0.296047,0.553151;0.344842
0.292067,-0.416406;-0.144204,0.790101;0.400179
0.097179,-0.324877;0.699371,-0.143700;0.810605
0.064043,-0.524667;-0.148883,-0.270156;0.907128
0.097401,-0.447232;-0.004156,0.337299;0.801532
0.541525,-0.512862;0.079606,0.041570;0.437383
0.601120,-0.736984;-0.234306,-0.081463;0.883733
10.331811,20.208376;0.194886,0.384425;0.303128
0.021293,-0.381842;-0.867047,0.279213;0.581803
0.140268,-1.862960;-0.005289,0.373981;0.755510
0.080731,-0.247477;-0.232974,-0.446992;0.438135
0.193201,-0.309045;0.336559,0.012992;0.480947
0.443096,-0.263971;-0.401241,-0.376700;0.665692
0.199987,-0.169849;-0.160186,0.076396;0.944489
22.281444,26.880417;0.449054,0.543680;0.427560
0.126881,-0.380688;0.337593,0.598412;0.581812
0.161169,-0.239925;-0.619260,0.359739;0.312597
0.592034,-0.631597;0.084578,-0.004759;0.375107
-0.196988,-0.643981;-0.048940,-0.423593;0.347681
15.061441,19.093954;0.289433,0.367971;0.864794
0.038732,-0.543684;0.031938,-0.206455;0.858861
-0.634320,-0.625243;-0.082095,-0.025025;0.652370
0.217797,-0.365379;0.756712,-0.786500;0.325775
0.428831,-1.031443;-0.012153,0.411577;0.825030
-0.312991,-2.788015;0.150227,-0.016523;0.325530
0.640906,-0.480576;-0.337734,0.030236;0.955798
2.451043,-2.203466;-0.050358,-0.091438;0.552358
2.979957,1.602636;0.056372,-0.156908;0.330091
0.335184,-0.176085;0.122230,0.101814;0.100268
0.006469,-0.274349;-0.115749,-0.288598;0.249302
-0.264615,-0.299769;0.015584,-0.316066;0.588016
-0.353002,-0.275786;-0.040026,0.000041;0.502321
12.662195,21.582482;0.244231,0.419106;0.002576
0.290790,-0.349630;-0.001808,0.977842;0.659988
0.341315,-0.516961;0.101670,0.465147;0.446849
-0.204848,-0.551400;0.197819,-0.506467;0.448971
0.004589,-0.263020;0.419316,0.089003;0.182926
0.257038,-0.344103;0.824190,0.188564;0.130440
0.149070,-0.393963;-0.415782,-0.448189;0.881984
0.204177,-0.362777;-0.139362,0.342187;0.434138
0.116023,-0.245472;0.116336,-0.199291;0.119795
-4.799579,28.196473;-0.084776,0.558080;0.088580
15.118140,-13.614379;0.344825,-0.289561;0.475867
0.180815,-0.538856;0.211035,-0.041057;0.678966
0.175360,-0.233264;0.006352,0.135852;0.828343
-0.378048,0.344036;-0.120226,0.226652;0.754856
-0.266265,-0.044568;0.433099,-0.581256;0.953065
-0.587178,-0.437510;0.322476,-0.388924;0.501548
0.243512,-0.521606;-0.561817,-0.321582;0.188023
0.302718,-0.405615;-0.195485,-0.369660;0.398424
-0.190454,-0.195065;-0.035244,-0.187004;0.660815
0.238479,-0.800468;0.044621,0.240008;0.055928
0.336494,0.293800;-0.167943,-0.279443;0.591506
0.010808,-0.233374;-0.210177,-0.440694;0.113769
0.461829,-0.412017;0.314173,0.484611;0.334512
0.261227,-0.446261;0.556663,-0.534378;0.802674
0.088298,-0.852454;-0.411087,0.523255;0.627401
0.842040,-1.703986;0.028088,0.149567;0.384109
0.352269,-0.445794;-0.144449,-0.631373;0.962349
0.105867,-0.509425;-0.065932,-0.281629;0.817379
1.154137,-0.286392;-0.323944,-0.065535;0.236280
0.288331,-0.300256;-0.067355,-0.239729;0.609608
0.380246,-0.233787;0.084587,-0.471718;0.184908
-0.690911,0.150316;0.082019,0.229591;0.173382
18.263589,23.477991;0.360474,0.468888;0.804880
0.081472,-0.594353;-0.002920,0.086023;0.949298
-0.407190,-0.364140;-0.133713,-0.246050;0.846696
-0.016109,-0.391883;-0.420914,-0.814039;0.646081
0.147079,-0.236309;0.517343,0.151549;0.874112
1.359767,2.700046;0.135561,-0.168499;0.141047
0.014840,-0.435391;-0.073976,0.004967;0.785032
0.578412,-0.375132;-0.491241,0.168392;0.937842
-0.286445,-0.473611;-0.164421,-0.259069;0.078373
0.193387,-0.216188;-0.252474,-0.436898;0.053699
0.871237,-0.656865;-0.014567,0.323299;0.461157
0.369974,-0.463069;0.282464,-0.519830;0.654271
0.556053,0.459228;0.288476,0.266382;0.028096
0.283180,-0.550437;0.023076,-0.277965;0.353475
0.035109,-0.145994;-0.156750,-0.174623;0.737299
0.195470,-0.393014;-0.022310,-0.254446;0.484405
0.034528,-0.426125;0.615411,-0.165309;0.956846
4.189695,0.814944;0.077771,0.044602;0.105601
0.397101,-0.428720;0.224331,-0.066702;0.778277
-0.792198,5.174204;0.020585,0.023446;0.672630
-0.274745,0.031875;-0.454640,-0.502593;0.518689
1.368531,-0.334301;-0.308734,0.110918;0.108564
0.416141,-0.224579;-0.432419,0.118789;0.340041
-0.947067,-0.639943;-0.410034,0.077944;0.556527
0.205667,-1.171924;0.246027,0.250563;0.571779
-0.940473,-0.702592;0.057215,0.094767;0.189111
0.510829,-0.680772;-0.070209,-0.199804;0.926922
0.975425,-1.519911;-0.185459,0.030114;0.843770
-0.032798,-1.338428;-0.221249,-0.406218;0.147305
-0.069820,0.609912;-0.256487,-0.383481;0.380411
1.729090,-1.091150;0.014784,-0.436720;0.462487
-0.114316,-0.755659;-0.686499,-0.146115;0.460022
14.373794,24.059994;0.282326,0.474781;0.205344
3.024389,2.842220;0.023242,-0.052221;0.910164
12.039076,-6.587444;0.245614,-0.104425;0.010897
0.234461,-0.568425;-0.315744,0.417205;0.727448
0.021045,-0.215768;0.292858,-0.353726;0.300964
13.690102,28.398829;0.272611,0.568955;0.087456
0.140883,-0.495592;-0.029383,0.456525;0.310261
0.333063,-0.453936;-0.424021,0.083363;0.427728
0.322422,-0.246884;-0.189760,-0.414490;0.627916
0.042071,-0.422121;0.784965,-0.279467;0.814084
0.575666,-0.640435;-0.311842,0.156096;0.796272
-0.903757,0.027183;-0.230631,-0.150347;0.077001
5.078889,5.856740;0.173203,0.137744;0.389241
0.172143,-0.207057;0.142407,0.069933;0.206987
0.352995,-0.166441;0.326143,-0.167234;0.349652
0.245328,-0.250993;0.435740,-0.579072;0.258377
0.108682,-0.722177;0.098240,0.532103;0.490743
-0.045245,-0.604840;-0.431076,0.449431;0.720591
0.041558,-0.051375;-0.042174,-0.132485;0.470887
-0.318347,-0.107365;-0.099624,-0.159540;0.647350
-0.814161,-1.200897;-0.017900,-0.063821;0.208728
0.190839,-0.331897;-0.173615,-0.263312;0.521388
0.098054,-0.202973;-0.587408,-0.439660;0.281541
0.066714,-0.358438;-0.015812,0.582712;0.551775
-0.110270,-1.090087;0.208887,-0.150432;0.592028
0.208961,-0.367754;0.325723,0.632846;0.103085
0.111089,-0.298951;-0.436369,-1.098936;0.263858
0.701385,-0.337798;-0.530589,-0.308881;0.417791
0.640637,24.331824;0.026057,0.469187;0.491468
9.514119,-9.405054;0.194278,-0.166273;0.258401
0.245658,-0.167041;0.090300,0.396073;0.441170
-0.807287,0.134320;-0.047786,-0.257755;0.863353
0.433935,-0.511417;-0.109051,-0.212553;0.524421
-0.003183,-0.391165;0.846272,0.202090;0.763390
0.174414,-0.411234;0.233339,0.075615;0.907347
3.726477,0.194514;0.231266,-0.003179;0.777217
0.045411,-0.305347;-0.327391,0.034629;0.066161
-0.025310,-0.326366;0.463465,-0.348752;0.783068
-0.728849,-0.399316;0.248496,0.054685;0.391010
0.398709,-0.194403;0.745185,-0.177929;0.051313
0.357328,-0.192772;-0.086291,0.339070;0.885222
0.354102,-0.486736;0.102868,-0.420907;0.961997
0.388459,-0.876765;0.322548,-0.528207;0.265359
0.717918,-0.423707;-0.417676,-0.385845;0.556047
-2.611215,0.676242;0.022229,-0.053001;0.463805
0.607653,0.028238;0.125579,-0.280005;0.022745
-0.514157,-0.254925;0.205250,-0.376228;0.295980
-0.199303,0.196791;0.190729,0.140906;0.445756
0.449380,-0.421467;-0.510646,0.110666;0.144585
0.268717,-0.469436;-0.324383,0.208577;0.180960
0.051772,-0.267389;-0.247769,-0.196279;0.955090
0.645984,-0.481505;0.246241,0.237535;0.519668
0.959970,0.137249;-0.167153,0.160574;0.027085
0.401411,-0.717074;-0.099017,-0.169175;0.417679
0.363133,-0.369357;0.094932,-0.266529;0.418362
0.041949,-0.489345;0.470404,-0.530846;0.282995
4.510689,-10.704088;0.072392,-0.182255;0.298818
0.399985,-0.470865;-0.122510,0.037146;0.904035
-0.361820,-1.011121;-0.023559,-0.286666;0.242259
13.497888,28.341365;0.268769,0.567889;0.237323
0.721631,0.619071;0.084346,0.294449;0.299483
-3.038027,-17.500585;-0.070255,-0.366247;0.174106
0.624628,-0.597215;0.562802,-0.106813;0.089607
1.325113,0.396311;0.044444,-0.121998;0.008833
0.273069,-0.128100;-0.496533,0.109854;0.321334
0.461656,-0.376486;-0.283761,0.156856;0.353053
0.214359,-0.514391;0.194000,-0.736619;0.563796
0.836321,-0.349767;0.158350,-0.053422;0.647724
0.205455,-0.599578;0.461808,-0.776498;0.511812
0.223628,-1.260053;0.282717,0.067005;0.741875
-0.158045,-0.188241;-0.124417,0.190952;0.160264
0.059486,-0.446341;0.354522,-0.414822;0.293620
-0.071488,-0.350073;0.187068,-0.828615;0.583793
-0.058935,-0.383296;-0.761753,-0.304117;0.161281
0.325311,-0.386381;-0.397995,-0.279586;0.862495
1.596192,-0.482500;-0.160150,-0.098575;0.814399
0.800149,-0.442260;0.197866,0.073371;0.183080
13.964773,26.741202;0.277328,0.532375;0.018277
0.348137,-0.136528;-0.343513,-0.191523;0.151211
-0.169346,0.064520;0.101247,-0.124667;0.302465
0.375436,-0.302797;0.047951,-0.036456;0.787130
0.219438,-0.676490;-0.173025,0.268048;0.019625
14.273751,20.488211;0.274798,0.396945;0.668161
0.347146,-0.680153;-0.317942,0.194156;0.982010
-0.034650,-0.550633;-0.219421,0.159390;0.631149
0.234896,-0.291504;-0.019795,-0.720313;0.241302
0.367516,-0.538803;-0.355789,0.339633;0.600664
0.449076,-0.652248;-0.537921,0.359584;0.692533
0.411588,-0.383831;-0.069660,0.042885;0.528106
8.627011,-25.357106;0.201626,-0.584934;0.497068
0.907053,-0.916083;0.165432,0.080390;0.207802
0.065172,-0.076191;0.217382,-0.343536;0.422210
0.310546,-0.269799;0.728041,-0.538029;0.921279
0.185890,-0.280720;0.123332,-0.476678;0.598551
0.148066,-0.279715;0.717345,-0.027602;0.631108
6.770070,-15.454591;0.147254,-0.317569;0.500209
0.258722,-0.437734;-0.189642,-0.175725;0.057929
0.147049,-0.424111;0.276370,-0.494291;0.734541
-5.857327,-6.006077;-0.089731,-0.033209;0.320730
1.782122,-1.166408;-0.017860,-0.032256;0.674742
5.032210,-3.156782;0.007201,0.038522;0.028830
0.085776,-0.097712;0.148811,-0.009434;0.816195
-0.498492,-0.384624;0.269356,0.144808;0.919676
0.309664,-0.417586;0.392092,0.316867;0.085701
-0.180008,-0.265628;-0.275275,-0.190080;0.530520
-0.077879,-0.321797;0.197574,0.303255;0.345950
-0.395199,-0.595394;0.234650,0.066042;0.423156
0.355587,-0.466351;0.494397,0.533828;0.085324
0.235755,-0.383371;0.016290,-0.101861;0.351166
-0.093972,-0.148420;0.443776,0.090615;0.385642
0.196613,0.020108;-0.066163,0.135934;0.765755
0.242706,-0.103171;-0.430365,0.568640;0.693418
0.178678,-0.267863;0.159128,-0.274073;0.630279
-0.106957,-0.079134;-0.087031,-0.458274;0.504335
0.027759,-0.129991;0.004816,0.033761;0.861733
0.289283,-0.393436;-0.320596,0.406125;0.152921
-0.114511,0.110997;-0.098977,-0.280532;0.990385
0.480270,-0.356215;-0.064088,0.164201;0.494899
0.218935,-0.261234;0.400888,-0.352839;0.652556
-9.113260,6.610022;-0.137508,0.133849;0.428892
0.299745,-0.186477;0.478412,0.715507;0.767537
0.205598,0.358107;0.113305,-0.208817;0.233241
0.242931,-0.655225;0.461572,-0.684626;0.044644
0.356176,-0.567430;-0.031934,-0.337652;0.908034
0.115694,-0.173233;0.048992,-0.367355;0.633855
-0.145020,-0.520582;-0.345341,0.341565;0.328415
0.394630,-0.533647;-0.530015,0.197341;0.934367
0.296565,-0.407587;0.434449,-0.645755;0.910667
0.413105,-0.271910;-0.708446,0.153509;0.869226
0.308119,-1.051229;-0.427147,-0.255866;0.634080
0.732973,-1.116494;0.095053,-0.161534;0.658463
-0.941565,-0.346627;0.273896,0.029319;0.593519
0.324119,-0.343682;0.236156,0.368127;0.808872
0.963119,-0.440085;0.258885,-0.016856;0.108764
0.176328,-0.150797;-0.587472,-0.611790;0.007217
16.158639,23.965021;0.319085,0.475159;0.330939
0.229681,-0.049265;-0.293318,0.293572;0.857736
0.220294,-0.400627;0.335956,0.700472;0.904101
-0.670546,-0.377702;-0.061172,-0.312658;0.080719
0.376472,-0.533224;0.482081,-0.291651;0.012800
0.747238,-0.578548;-0.405659,0.273171;0.288010
0.284892,-0.594419;-0.346195,-0.354957;0.442644
-0.008946,-0.957814;0.438701,0.399217;0.551306
