-0.030728,-0.506326;-0.018440,0.625253;0.385327
-0.046989,-0.230857;0.164944,0.074683;0.781748
0.246513,-0.584730;-0.469590,0.322451;0.490244
1.008940,-1.088771;0.284931,-0.161860;0.231599
-0.033992,-1.978161;-0.112138,-0.119160;0.167848
-0.021482,-0.216651;-0.324177,-0.215922;0.552525
1.131234,-1.574650;0.126803,-0.169187;0.193207
0.517566,-2.492245;0.143138,-0.342319;0.472217
-0.208881,-0.610952;-0.307966,-0.264537;0.248326
0.473863,2.271869;0.070353,0.051167;0.255819
2.390682,-1.994538;0.202770,-0.153218;0.035649
-0.179669,-0.212315;0.816067,0.274149;0.370053
-0.079617,-0.463719;0.766855,-0.270619;0.658387
0.421184,-0.983041;-0.348977,-0.271262;0.934454
-0.103256,-0.433096;-0.056236,0.006162;0.972565
-0.066298,-0.253720;0.115155,-0.350603;0.585250
-0.055481,-0.313000;0.639827,0.218172;0.532493
0.050971,-0.069053;-0.697904,0.128918;0.400764
-0.037141,-0.457934;-0.488785,-0.450089;0.663600
-0.138964,-0.431204;0.384023,0.246855;0.929836
0.149800,-0.330419;-0.115607,-0.147490;0.611505
-0.123735,0.894187;0.166152,0.099970;0.117773
-0.130746,-0.482427;-0.163754,-0.719052;0.916821
-0.082937,-0.552179;0.509266,-0.030072;0.616238
-0.293673,-0.346246;-0.212303,0.208375;0.445824
-0.007629,-0.438619;0.183456,-1.175507;0.311426
-0.489057,0.333574;-0.148314,-0.080763;0.199069
-0.124017,-0.379740;0.197467,-0.188700;0.362867
-0.013490,-0.464410;0.311962,-0.581639;0.586260
0.189855,-3.532465;0.086622,-0.777385;0.117401
-0.101284,-0.035050;0.288340,-0.050609;0.098433
0.028523,-0.766219;0.134307,0.444793;0.298418
0.097814,-0.414198;0.057748,0.463584;0.292389
-0.139302,-0.428755;0.726411,-0.021329;0.759586
-0.160305,-0.620238;-0.154144,0.166397;0.348799
0.012744,-0.478476;-0.184272,0.472181;0.099055
0.060846,-0.574362;-0.093776,-0.659558;0.430253
0.080197,-0.301148;0.535458,-0.508065;0.387373
0.145212,-0.410104;-0.009489,0.308909;0.902071
0.178517,-1.035003;-0.018183,-0.394577;0.952930
-0.085910,-0.329146;-0.154985,-0.536783;0.608203
-0.054372,-0.403466;0.347914,-0.664640;0.906725
0.013424,-0.727352;-0.312009,-0.558590;0.373450
0.024135,-0.623777;-0.255701,0.002095;0.296328
0.158527,-0.117814;-0.053642,-0.184157;0.589798
-0.193042,-0.141539;-0.941196,-0.031506;0.518996
-0.104921,-0.530128;-0.024509,0.471586;0.344842
0.334839,-0.648396;0.020273,0.255538;0.400179
-0.110610,-0.449251;-0.143838,-0.428611;0.810605
-0.803923,-0.184397;0.024795,-0.178243;0.907128
0.068912,-0.341945;0.474592,0.241008;0.801532
-0.055402,-0.281209;-0.031924,-1.083857;0.437383
0.081563,-0.503059;-0.466548,-0.062663;0.883733
2.435646,3.492884;0.234691,0.325793;0.303128
-0.166338,-0.284913;0.922193,-0.186509;0.581803
-1.038468,3.164409;-0.044097,0.232626;0.755510
-0.007820,-0.429056;-0.039129,-0.038654;0.438135
-0.005139,-0.347672;-0.653031,0.043686;0.480947
-0.135319,-0.581046;0.214396,1.022481;0.665692
-0.064906,-0.476600;-0.283918,-0.173417;0.944489
5.664691,4.702635;0.670298,0.542078;0.427560
-0.073819,-0.543320;-0.344286,0.788859;0.581812
-0.176855,-0.343130;0.154002,0.369432;0.312597
-0.071001,-0.505557;0.190365,0.295893;0.375107
-0.184821,-0.315670;-0.270346,-0.454739;0.347681
5.162461,3.876233;0.587543,0.428783;0.864794
-0.162641,-0.457644;-0.035554,-0.158474;0.858861
-0.069658,-0.616270;-0.154269,-0.298775;0.652370
-0.203152,-0.820526;0.233753,0.567293;0.325775
-0.729542,-0.302836;0.071841,0.015620;0.825030
-0.164956,-0.721152;-0.764026,0.154150;0.325530
-0.002777,-0.277397;-0.276693,0.152452;0.955798
-0.106753,-0.421406;0.261175,-0.614240;0.552358
-0.267025,-1.040338;0.026823,-0.202222;0.330091
0.080127,-0.062276;0.321040,0.001158;0.100268
-0.029324,-0.427984;-0.203386,0.718591;0.249302
0.392259,-0.440460;0.153407,0.317451;0.588016
0.032030,-0.586966;0.277702,-0.270245;0.502321
18.009560,8.846253;2.078105,1.040794;0.002576
0.094390,-0.367071;-0.181328,0.260471;0.659988
-0.111836,-0.403266;-0.217601,-0.222242;0.446849
0.029232,-0.388693;-0.224787,-0.475503;0.448971
-0.090638,-0.529469;-0.185831,0.332871;0.182926
0.572709,-0.841196;-0.248403,0.310347;0.130440
-0.065772,-0.475800;0.211955,0.077169;0.881984
-0.108213,-0.620358;-0.298065,-0.071716;0.434138
0.717077,-0.398693;0.208744,-0.380013;0.119795
0.828156,4.295214;0.139125,0.417580;0.088580
-0.264658,-1.733299;0.045090,-0.008059;0.475867
-0.398708,-0.344201;0.003289,-0.045248;0.678966
0.062606,-0.363736;0.529923,-0.498189;0.828343
0.713663,0.585278;0.066400,-0.030155;0.754856
0.243983,-0.874253;0.134713,-0.190351;0.953065
-0.539979,0.397402;0.183897,-0.119655;0.501548
-0.702762,-0.570675;0.140979,0.125726;0.188023
0.009616,-0.397864;0.396203,-0.637905;0.398424
-0.200039,-0.479543;0.491762,-0.279021;0.660815
-2.899503,-0.250977;-0.597355,-0.005660;0.055928
-0.115713,-0.344678;0.512535,-0.113599;0.591506
-0.075691,-0.547727;-0.425528,-1.071352;0.113769
0.048865,-0.560314;0.244321,0.665770;0.334512
-0.266129,-0.606944;0.109719,-0.256618;0.802674
-0.091548,-0.402200;0.328513,-0.602621;0.627401
-0.599950,-0.596926;0.151632,0.060390;0.384109
-0.251579,-0.282193;-0.323156,-0.630405;0.962349
0.061913,-0.410680;-0.391156,-0.197268;0.817379
-0.093920,-0.485861;-0.461164,-0.806233;0.236280
0.015075,-0.442667;0.235429,0.709303;0.609608
-0.029168,-0.343569;-0.272853,-0.053794;0.184908
-0.312398,-2.747972;-0.051319,-0.411597;0.173382
3.936448,2.327456;0.395484,0.227506;0.804880
-0.210176,-1.583211;-0.103833,0.067517;0.949298
-0.316429,-0.488945;-0.397801,0.660291;0.846696
-0.135593,-0.535770;0.011569,-0.996232;0.646081
-0.032036,-0.290435;-0.720126,0.445934;0.874112
-0.281766,-0.148980;0.377301,-0.342703;0.141047
-0.016686,-0.214826;0.317472,-0.467044;0.785032
-0.266132,-0.273049;-0.547848,-0.569293;0.937842
2.713955,-3.561095;0.240960,-0.320957;0.078373
0.628554,0.585408;0.173016,-0.050691;0.053699
-0.043473,-0.613381;0.490311,0.037732;0.461157
0.125063,-0.493396;-0.191276,-0.175003;0.654271
-0.228226,1.379714;0.066888,0.043263;0.028096
0.021228,-0.307214;0.164901,0.559206;0.353475
-0.228594,-0.422046;0.463830,0.088716;0.737299
0.204080,-0.743641;0.175022,0.096881;0.484405
-0.089153,-0.830385;-0.223736,-0.392538;0.956846
-0.222255,-0.356952;-0.462683,0.134660;0.105601
0.085866,-0.496535;-0.560976,0.010481;0.778277
0.553913,-0.251174;0.454183,-0.016143;0.672630
-0.202005,0.306071;-0.041481,0.178049;0.518689
0.292471,0.642705;-0.214772,0.085560;0.108564
0.005997,-0.583935;0.116896,-0.276349;0.340041
0.163355,-0.417260;0.334664,0.165453;0.556527
0.001604,-0.440235;0.932480,0.200334;0.571779
0.092360,-0.470924;-0.939958,0.136672;0.189111
-0.049839,-0.573157;0.176940,0.062643;0.926922
0.021514,-0.974029;-0.169827,0.464120;0.843770
-1.197655,-0.179841;0.035102,0.195795;0.147305
-0.175965,-0.258313;-0.268512,-0.171131;0.380411
-1.113042,-1.090703;-0.225298,0.160910;0.462487
-0.778616,-0.784782;0.472450,-0.209490;0.460022
0.987740,1.483718;-0.031616,-0.024118;0.205344
0.073113,-0.606850;-0.029027,0.676757;0.910164
11.375224,-7.212494;1.701483,-1.002398;0.010897
-0.453630,-0.750217;0.010125,-0.027069;0.727448
-0.230399,-0.702935;0.418393,0.383956;0.300964
-0.520679,-3.795905;-0.183894,-0.799930;0.087456
-0.162061,-0.423171;-0.756822,-0.131018;0.310261
-0.071702,-0.516669;0.396267,0.703113;0.427728
0.090810,-0.525762;-0.311062,0.100034;0.627916
-0.731060,-1.776895;-0.188621,-0.055514;0.814084
0.105680,-0.481419;-0.699403,0.106049;0.796272
-0.101122,-3.373098;-0.123914,-0.568994;0.077001
-0.579527,-0.249566;-0.066793,-0.235810;0.389241
0.482443,-0.666243;0.399573,-0.055121;0.206987
0.336464,-0.256464;0.397553,0.034197;0.349652
-0.371814,-0.333731;-0.442647,0.190030;0.258377
-0.251232,-0.388202;0.641668,0.522040;0.490743
-0.481537,-0.417634;-0.569778,-0.072002;0.720591
-0.082120,-0.840338;-0.378159,-0.427370;0.470887
0.124818,-0.424580;-0.062690,0.235074;0.647350
-1.003678,0.336789;0.084140,-0.034595;0.208728
0.059559,-0.767644;0.152198,0.138904;0.521388
-0.106274,-0.504555;0.836925,-0.756237;0.281541
0.124209,-0.480387;-0.391972,0.241576;0.551775
0.013851,0.100196;0.263405,0.489987;0.592028
-0.311546,-0.878138;0.334223,0.157440;0.103085
-0.045702,-0.492658;0.954750,-0.636833;0.263858
-0.026315,-0.443210;-0.156362,0.731780;0.417791
-0.181404,5.420484;0.044778,0.598164;0.491468
2.577667,-0.605279;0.566465,-0.051211;0.258401
-0.020750,-0.166705;0.441993,-0.089535;0.441170
1.875998,4.375685;0.166614,0.454654;0.863353
-0.227210,-0.396160;-0.503793,0.535751;0.524421
-0.082084,-0.262812;-0.069508,-0.324758;0.763390
0.497770,-1.630392;-0.027627,-0.039643;0.907347
-0.130272,-0.341337;1.063010,-0.457884;0.777217
0.835857,1.450884;-0.044421,-0.045384;0.066161
0.121387,-0.513792;-0.350669,-0.513621;0.783068
-0.437983,-0.347984;-0.652726,0.068464;0.391010
-0.010500,-0.194741;-0.006491,-0.085559;0.051313
0.128147,-0.846964;-0.141888,0.632505;0.885222
-0.469537,-0.548413;0.199806,-0.022988;0.961997
0.019494,-0.626014;-0.095806,0.246628;0.265359
0.016711,-0.461597;-0.420363,0.668595;0.556047
0.177673,-1.207416;-0.152955,0.182270;0.463805
-1.984570,-0.348246;-0.804641,0.131749;0.022745
-0.446117,-0.561124;0.553546,-0.093243;0.295980
-1.155451,-0.504223;0.243711,-0.324738;0.445756
1.069591,-1.500386;0.204437,-0.140633;0.144585
0.136372,-0.793173;0.321644,-0.259563;0.180960
0.070218,-0.558627;-0.139089,-0.401688;0.955090
-0.300201,-0.561299;0.005933,0.284698;0.519668
5.140334,-3.564068;0.560484,-0.399636;0.027085
0.065629,-0.607170;-0.330038,-0.285684;0.417679
0.004948,-0.319413;0.247627,-0.100191;0.418362
-0.136026,-0.535606;0.137384,0.376153;0.282995
-0.280859,-0.416370;0.424084,-0.166759;0.298818
-0.158815,-0.410917;0.258777,-0.308091;0.904035
0.125962,-0.545268;-0.222708,0.710480;0.242259
-0.357525,-0.591293;-0.218019,-0.807997;0.237323
-0.000193,-0.184065;-0.138102,0.159551;0.299483
-0.363373,-0.205935;0.531514,-0.213305;0.174106
-0.463868,0.154598;0.077724,0.376200;0.089607
-16.977083,-0.205846;-2.073127,-0.029899;0.008833
0.054037,-0.548918;-0.197990,0.057158;0.321334
-0.116762,-0.447048;0.331993,0.236370;0.353053
-0.427773,-0.203364;-0.220618,-0.007784;0.563796
-0.496128,-0.359123;0.215490,0.273839;0.647724
-0.235524,-0.454278;0.479678,-0.071200;0.511812
-0.249770,-0.549909;0.861670,-0.300220;0.741875
-0.336357,-0.344295;0.104462,0.369866;0.160264
-0.925156,1.154931;-0.129772,0.170340;0.293620
0.002678,-0.558554;0.042145,-0.474251;0.583793
-0.376461,-0.601693;-0.674067,0.164322;0.161281
-0.092937,-0.512775;-0.188940,-0.591894;0.862495
0.043591,-0.413550;-0.803568,-0.404400;0.814399
-0.075533,-0.569475;-0.787184,-0.001656;0.183080
-1.663658,-0.267309;-0.196757,0.026778;0.018277
-0.228049,-0.255710;0.313558,0.077861;0.151211
-0.195607,-0.568974;-0.092389,0.558420;0.302465
-0.117777,-0.041074;0.046209,0.178779;0.787130
-5.220024,1.918842;-0.954129,0.435773;0.019625
3.179380,2.944342;0.309287,0.279852;0.668161
0.226987,-0.272201;0.484854,0.357934;0.982010
0.317761,-0.285688;-0.306613,0.024468;0.631149
0.114149,-0.592918;-0.641019,-0.292402;0.241302
0.498201,-0.367551;-0.122012,0.394378;0.600664
0.597901,-0.517823;0.227651,-0.239096;0.692533
0.158293,-0.318314;0.236142,-0.184224;0.528106
-0.214703,-0.691777;0.066386,0.782449;0.497068
-0.156081,-0.910470;0.232695,-0.045717;0.207802
-0.144772,-0.229977;-0.408033,0.583070;0.422210
-0.014100,-0.221901;-0.075634,0.210235;0.921279
-0.012826,-0.626768;0.047190,-0.755284;0.598551
-0.001897,-0.365121;-0.287695,-0.145050;0.631108
-0.234517,-0.385078;-0.551698,-0.256825;0.500209
-0.204690,-0.416097;-0.086911,-1.339713;0.057929
0.051196,-0.486674;0.552006,0.400142;0.734541
0.292714,-0.499364;0.184518,0.706093;0.320730
-0.186572,-0.344567;0.116336,-0.186429;0.674742
-2.339363,11.709303;-0.281016,1.394391;0.028830
-0.337953,-0.915467;0.313626,0.176499;0.816195
-0.140398,-0.431026;-0.481735,0.837770;0.919676
0.009334,1.005811;0.103029,0.668235;0.085701
0.433815,-0.806297;-0.090189,0.136698;0.530520
-0.015128,-0.532002;0.012785,0.236065;0.345950
0.159824,-0.540963;-0.149184,0.568341;0.423156
-1.503257,-1.230127;0.065698,0.059823;0.085324
0.273668,-0.561410;0.094797,0.270753;0.351166
0.024183,-0.559742;-0.026677,0.026554;0.385642
0.418682,-0.186844;-0.061659,0.560899;0.765755
-0.244251,-0.641093;0.226980,-0.065901;0.693418
-0.043956,-0.344497;-0.200792,-0.051883;0.630279
-0.824838,-1.168375;-0.336003,-0.009763;0.504335
-0.123666,-0.374145;0.644691,-0.021207;0.861733
-0.436549,-0.333263;-0.744599,-0.079185;0.152921
-0.045422,-0.509014;0.308444,0.207863;0.990385
0.065344,-0.495542;-0.158274,0.623478;0.494899
0.345616,0.027725;-0.319673,-0.365964;0.652556
-0.671262,-0.157990;-0.345113,0.101045;0.428892
1.894942,1.225779;0.170310,-0.059237;0.767537
-0.020822,-0.736532;0.066799,0.175730;0.233241
-7.013657,0.435924;-0.957664,0.110431;0.044644
-0.081328,-0.396974;-0.294433,0.006367;0.908034
0.257287,0.091436;0.298849,0.321464;0.633855
-0.415031,-0.590888;0.065946,-0.182030;0.328415
-0.198639,-0.146306;0.096705,-0.015461;0.934367
-0.088166,-0.290122;-0.536650,0.171370;0.910667
-0.432061,-0.066179;-0.053025,-0.185970;0.869226
-0.201841,-0.400466;-0.360447,-0.448910;0.634080
-0.133163,-0.344141;-0.478493,0.788363;0.658463
-0.357590,-0.387557;-0.550338,-0.297977;0.593519
-0.101068,-0.421589;-0.794235,-0.003893;0.808872
-0.313296,-0.810916;0.408100,0.104998;0.108764
7.315430,4.116492;1.184337,0.553143;0.007217
2.189343,2.018255;0.138157,0.134175;0.330939
0.021356,-0.514289;0.436343,-0.744693;0.857736
-0.039073,-0.478088;0.036792,0.199154;0.904101
0.376545,-0.495139;-0.014604,-0.647034;0.080719
-5.303802,0.022146;-2.021054,0.136877;0.012800
-0.011126,-0.242298;0.238057,-0.300008;0.288010
0.179475,-0.260798;0.192384,0.041706;0.442644
-0.325272,-0.145509;-0.375852,0.307401;0.551306
